tree_id,record_type,source,label,project,SampleID,TreeCluster_branch,Frequency,clade,country,date,cluster_size,AU_barcode_class,US_barcode_class
NG2026_Grep06031,global_consensus_representative,Nextstrain_2026_global,PP_004MLPN,global,PP_004MLPN,,,A.D.3.7,Spain,2026-02-03,1,AU_other_complete,US_C18_like
NG2026_Grep06038,global_consensus_representative,Nextstrain_2026_global,PP_004MM6N,global,PP_004MM6N,,,A.D.3,Spain,2025-11-11,5,AU_other_complete,US_C18_like
NG2026_Grep06039,global_consensus_representative,Nextstrain_2026_global,PP_004MM5Q,global,PP_004MM5Q,,,A.D.1.11,Spain,2025-10-08,6,AU_other_complete,US_other_complete
NG2026_Grep06060,global_consensus_representative,Nextstrain_2026_global,PP_005289Z,global,PP_005289Z,,,A.D.3.1,USA,2024-11-11,1,AU_C4_like,US_C18_like
NG2026_Grep06073,global_consensus_representative,Nextstrain_2026_global,PP_00528WQ,global,PP_00528WQ,,,A.D.2.1,USA,2023-10-16,3,AU_C4_like,US_C21_like
NG2026_Grep06083,global_consensus_representative,Nextstrain_2026_global,PP_00529JD,global,PP_00529JD,,,A.D.1.5,USA,2024-12-30,1,AU_other_complete,US_C21_like
NG2026_Grep06091,global_consensus_representative,Nextstrain_2026_global,PP_00529UT,global,PP_00529UT,,,A.D.1.5,USA,2025-01-26,1,AU_other_complete,US_C21_like
NG2026_Grep06104,global_consensus_representative,Nextstrain_2026_global,PP_0052SKU,global,PP_0052SKU,,,A.D.3,China,2025-09-24,6,AU_other_complete,US_C18_like
NG2026_Grep06112,global_consensus_representative,Nextstrain_2026_global,PP_0052SW6,global,PP_0052SW6,,,A.D.3,China,2025-05-04,6,AU_other_complete,US_C18_like
NG2026_Grep06115,global_consensus_representative,Nextstrain_2026_global,PP_0052T0Y,global,PP_0052T0Y,,,A.D.3,China,2025-04-30,4,AU_other_complete,US_C18_like
NG2026_Grep06116,global_consensus_representative,Nextstrain_2026_global,PP_0052SZ0,global,PP_0052SZ0,,,A.D.1.5,China,2025-03-25,3,AU_other_complete,US_C21_like
NG2026_Grep06149,global_consensus_representative,Nextstrain_2026_global,PP_0052UMN,global,PP_0052UMN,,,A.D.1.11,China,2025-08-28,1,AU_other_complete,US_other_complete
NG2026_Grep06151,global_consensus_representative,Nextstrain_2026_global,PP_0052UPJ,global,PP_0052UPJ,,,A.D.1.5,China,2025-09-08,2,AU_other_complete,US_C21_like
NG2026_Grep06154,global_consensus_representative,Nextstrain_2026_global,PP_006PZCS,global,PP_006PZCS,,,A.D.3.7,USA,2024-12-19,3,AU_other_complete,US_C18_like
NG2026_Grep06181,global_consensus_representative,Nextstrain_2026_global,PP_006Q0ZE,global,PP_006Q0ZE,,,A.D.3.7,USA,2025-01-09,1,AU_other_complete,US_C18_like
NG2026_Grep06185,global_consensus_representative,Nextstrain_2026_global,PP_006Q19U,global,PP_006Q19U,,,A.D.3.7,USA,2024-12-27,1,AU_other_complete,US_C18_like
NG2026_Grep06190,global_consensus_representative,Nextstrain_2026_global,PP_006Q219,global,PP_006Q219,,,A.D.3.7,USA,2025-01-03,1,AU_other_complete,US_C18_like
NG2026_Grep06194,global_consensus_representative,Nextstrain_2026_global,PP_006Q2BP,global,PP_006Q2BP,,,A.D.1.5,USA,2024-12-01,1,AU_other_complete,US_other_complete
NG2026_Grep06205,global_consensus_representative,Nextstrain_2026_global,PP_006Q4CK,global,PP_006Q4CK,,,A.D.3,USA,2025-12-31,4,AU_other_complete,US_C18_like
NG2026_Grep06214,global_consensus_representative,Nextstrain_2026_global,PP_006Q4WG,global,PP_006Q4WG,,,A.D.1.6,USA,2026-01-04,1,AU_other_complete,US_other_complete
NG2026_Grep06216,global_consensus_representative,Nextstrain_2026_global,PP_006Q59Q,global,PP_006Q59Q,,,A.D.3.12,USA,2026-02-02,9,AU_other_complete,US_C18_like
NG2026_Grep06222,global_consensus_representative,Nextstrain_2026_global,PP_006Q5WF,global,PP_006Q5WF,,,A.D.1.5,USA,2026-02-09,2,AU_other_complete,US_C21_like
NG2026_Grep06223,global_consensus_representative,Nextstrain_2026_global,PP_006Q607,global,PP_006Q607,,,A.D.3.11,USA,2026-02-07,5,AU_other_complete,US_C18_like
NG2026_Grep06225,global_consensus_representative,Nextstrain_2026_global,PP_006Q6DF,global,PP_006Q6DF,,,A.D.1.9,USA,2026-02-12,16,AU_other_complete,US_other_complete
NG2026_Grep06239,global_consensus_representative,Nextstrain_2026_global,PP_006QLW0,global,PP_006QLW0,,,A.D.3,Australia,2025-11-27,3,AU_other_complete,US_C18_like
NG2026_Grep06244,global_consensus_representative,Nextstrain_2026_global,PP_006QM2N,global,PP_006QM2N,,,A.D.3,Australia,2025-11-20,4,AU_other_complete,US_C18_like
NG2026_Grep06245,global_consensus_representative,Nextstrain_2026_global,PP_006QM4J,global,PP_006QM4J,,,A.D.1.5,Australia,2025-11-23,13,AU_other_complete,US_C21_like
NG2026_Grep06247,global_consensus_representative,Nextstrain_2026_global,PP_006QM7C,global,PP_006QM7C,,,A.D.3.12,Australia,2025-11-05,9,AU_other_complete,US_C18_like
NG2026_Grep06250,global_consensus_representative,Nextstrain_2026_global,PP_006QMJP,global,PP_006QMJP,,,A.D.3.1,Australia,2025-11-01,3,AU_C4_like,US_C18_like
NG2026_Grep06251,global_consensus_representative,Nextstrain_2026_global,PP_006QMLK,global,PP_006QMLK,,,A.D.3.1,Australia,2025-10-25,2,AU_C4_like,US_C18_like
NG2026_Grep06252,global_consensus_representative,Nextstrain_2026_global,PP_006QMNF,global,PP_006QMNF,,,A.D.3.12,Australia,2025-10-22,6,AU_other_complete,US_C18_like
NG2026_Grep06254,global_consensus_representative,Nextstrain_2026_global,PP_006QMV1,global,PP_006QMV1,,,A.D.3.12,Australia,2025-12-23,5,AU_other_complete,US_C18_like
NG2026_Grep06255,global_consensus_representative,Nextstrain_2026_global,PP_006QMWZ,global,PP_006QMWZ,,,A.D.3.11,Australia,2025-11-10,1,AU_other_complete,US_C18_like
NG2026_Grep06273,global_consensus_representative,Nextstrain_2026_global,PP_006QP2L,global,PP_006QP2L,,,A.D.1.4,Australia,2025-09-23,1,AU_other_complete,US_other_complete
NG2026_Grep06274,global_consensus_representative,Nextstrain_2026_global,PP_006QP4G,global,PP_006QP4G,,,A.D.1.5,Australia,2025-09-23,1,AU_other_complete,US_C21_like
NG2026_Grep06278,global_consensus_representative,Nextstrain_2026_global,PP_006QPLH,global,PP_006QPLH,,,A.D.1.10,Australia,2025-09-10,1,AU_other_complete,US_other_complete
NG2026_Grep06297,global_consensus_representative,Nextstrain_2026_global,PP_006QXAW,global,PP_006QXAW,,,A.D.3.7,USA,2026-01-31,1,AU_other_complete,US_C18_like
NG2026_Grep06301,global_consensus_representative,Nextstrain_2026_global,PP_006QXP3,global,PP_006QXP3,,,A.D.1.11,USA,2026-02-01,1,AU_other_complete,US_other_complete
NG2026_Grep06312,global_consensus_representative,Nextstrain_2026_global,PP_006QZ54,global,PP_006QZ54,,,A.D.3.7,USA,2026-01-22,1,AU_other_complete,US_C18_like
NG2026_Grep06314,global_consensus_representative,Nextstrain_2026_global,PP_006QZ70,global,PP_006QZ70,,,A.D.5.3,USA,2025-04-01,31,AU_other_complete,US_other_complete
NG2026_Grep06318,global_consensus_representative,Nextstrain_2026_global,PP_006QZBS,global,PP_006QZBS,,,A.D.3.7,USA,2025-09-23,2,AU_other_complete,US_C18_like
NG2026_Grep06319,global_consensus_representative,Nextstrain_2026_global,PP_006QZEL,global,PP_006QZEL,,,A.D.1.5,USA,2025-08-11,1,AU_other_complete,US_C21_like
NG2026_Grep06323,global_consensus_representative,Nextstrain_2026_global,PP_006QZL7,global,PP_006QZL7,,,A.D.3.3,USA,2025-09-14,1,AU_other_complete,US_C18_like
NG2026_Grep06330,global_consensus_representative,Nextstrain_2026_global,PP_006RHV3,global,PP_006RHV3,,,A.D.1.11,USA,2026-02-20,2,AU_other_complete,US_other_complete
NG2026_Grep06334,global_consensus_representative,Nextstrain_2026_global,PP_006RK5G,global,PP_006RK5G,,,A.D.1.9,USA,2026-02-25,1,AU_other_complete,US_other_complete
NG2026_Grep06336,global_consensus_representative,Nextstrain_2026_global,PP_006RKB4,global,PP_006RKB4,,,A.D.3.3,USA,2026-02-27,6,AU_other_complete,US_C18_like
NG2026_Grep06346,global_consensus_representative,Nextstrain_2026_global,PP_006RLB3,global,PP_006RLB3,,,A.D.3.7,USA,2026-03-03,1,AU_other_complete,US_C18_like
NG2026_Grep06352,global_consensus_representative,Nextstrain_2026_global,PP_006RQ77,global,PP_006RQ77,,,A.D.3.11,USA,2026-01-16,1,AU_other_complete,US_C18_like
NG2026_Grep06355,global_consensus_representative,Nextstrain_2026_global,PP_006RQNA,global,PP_006RQNA,,,A.D.3.7,USA,2026-01-17,1,AU_other_complete,US_C18_like
NG2026_Grep06363,global_consensus_representative,Nextstrain_2026_global,PP_006RRN9,global,PP_006RRN9,,,A.D.1.5,USA,2026-01-12,1,AU_other_complete,US_C21_like
NG2026_Grep06372,global_consensus_representative,Nextstrain_2026_global,PP_006RSFP,global,PP_006RSFP,,,A.D.3.9,USA,2024-11-01,1,AU_other_complete,US_C18_like
NG2026_Grep06379,global_consensus_representative,Nextstrain_2026_global,PP_006RSVU,global,PP_006RSVU,,,A.D.1.5,USA,2024-08-16,3,AU_other_complete,US_C21_like
NG2026_Grep06383,global_consensus_representative,Nextstrain_2026_global,PP_006RT0J,global,PP_006RT0J,,,A.D.3.1,USA,2024-12-17,2,AU_C4_like,US_C18_like
NG2026_Grep06390,global_consensus_representative,Nextstrain_2026_global,PP_006RTFN,global,PP_006RTFN,,,A.D.3.7,USA,2024-11-14,1,AU_other_complete,US_C18_like
NG2026_Grep06400,global_consensus_representative,Nextstrain_2026_global,PP_006RU65,global,PP_006RU65,,,A.D.3.1,USA,2024-11-27,1,AU_C4_like,US_C18_like
NG2026_Grep06407,global_consensus_representative,Nextstrain_2026_global,PP_006RUHG,global,PP_006RUHG,,,A.D.5.2,USA,2025-02-02,1,AU_other_complete,US_other_complete
NG2026_Grep06427,global_consensus_representative,Nextstrain_2026_global,PP_006TTK9,global,PP_006TTK9,,,A.D.3.11,Ireland,2026-01-08,1,AU_other_complete,US_C18_like
NG2026_Grep06432,global_consensus_representative,Nextstrain_2026_global,PP_006TTVP,global,PP_006TTVP,,,A.D.3.7,Ireland,2025-12-12,3,AU_other_complete,US_C18_like
NG2026_Grep06433,global_consensus_representative,Nextstrain_2026_global,PP_006TU1B,global,PP_006TU1B,,,A.D.3.12,Ireland,2025-12-21,1,AU_other_complete,US_C18_like
NG2026_Grep06435,global_consensus_representative,Nextstrain_2026_global,PP_006TU7Z,global,PP_006TU7Z,,,A.D.3.11,Ireland,2026-01-20,1,AU_other_complete,US_C18_like
NG2026_Grep06443,global_consensus_representative,Nextstrain_2026_global,PP_006TYZA,global,PP_006TYZA,,,A.D.3,Cameroon,2023-XX-XX,3,AU_other_complete,US_other_complete
NG2026_Grep06460,global_consensus_representative,Nextstrain_2026_global,PP_006U112,global,PP_006U112,,,A.D.3.3,USA,2026-03-15,1,AU_ambiguous,US_C18_like
NG2026_Grep06464,global_consensus_representative,Nextstrain_2026_global,PP_006U1F8,global,PP_006U1F8,,,A.D.3.1,USA,2026-03-17,1,AU_C4_like,US_C18_like
NG2026_Grep06470,global_consensus_representative,Nextstrain_2026_global,PP_006UCD1,global,PP_006UCD1,,,A.D.3.3,USA,2026-03-19,1,AU_other_complete,US_C18_like
NG2026_Grep06487,global_consensus_representative,Nextstrain_2026_global,PP_006UM74,global,PP_006UM74,,,A.D.1.5,USA,2023-10-XX,1,AU_other_complete,US_other_complete
NG2026_Grep06506,global_consensus_representative,Nextstrain_2026_global,PP_006UP56,global,PP_006UP56,,,A.D.3.1,USA,2024-12-XX,2,AU_C4_like,US_C18_like
NG2026_Grep06513,global_consensus_representative,Nextstrain_2026_global,PP_006UPN5,global,PP_006UPN5,,,A.D.3.11,USA,2024-12-XX,1,AU_other_complete,US_C18_like
NG2026_Grep06522,global_consensus_representative,Nextstrain_2026_global,PP_006UQ39,global,PP_006UQ39,,,A.D.3.1,USA,2025-02-XX,1,AU_C4_like,US_C18_like
NG2026_Grep06531,global_consensus_representative,Nextstrain_2026_global,PP_006UQP2,global,PP_006UQP2,,,A.D.1.5,USA,2024-12-XX,2,AU_other_complete,US_C21_like
NG2026_Grep06532,global_consensus_representative,Nextstrain_2026_global,PP_006UQTU,global,PP_006UQTU,,,A.D.1.9,USA,2024-12-XX,1,AU_other_complete,US_other_complete
NG2026_Grep06545,global_consensus_representative,Nextstrain_2026_global,PP_006US7Z,global,PP_006US7Z,,,A.D.3.3,USA,2025-01-XX,2,AU_other_complete,US_C18_like
NG2026_Grep06549,global_consensus_representative,Nextstrain_2026_global,PP_006USK8,global,PP_006USK8,,,A.D.1.10,USA,2025-01-XX,1,AU_other_complete,US_other_complete
NG2026_Grep06558,global_consensus_representative,Nextstrain_2026_global,PP_006UTBQ,global,PP_006UTBQ,,,A.D.3,USA,2024-11-XX,2,AU_other_complete,US_C18_like
NG2026_Grep06565,global_consensus_representative,Nextstrain_2026_global,PP_006UUVL,global,PP_006UUVL,,,A.D.5.1,USA,2024-12-XX,1,AU_other_complete,US_other_complete
NG2026_Grep06576,global_consensus_representative,Nextstrain_2026_global,PP_006V7LP,global,PP_006V7LP,,,A.D.1.11,USA,2026-03-26,1,AU_other_complete,US_other_complete
NG2026_Grep06581,global_consensus_representative,Nextstrain_2026_global,PP_006V7V5,global,PP_006V7V5,,,A.D.1.6,USA,2026-03-20,2,AU_other_complete,US_other_complete
NG2026_Grep06586,global_consensus_representative,Nextstrain_2026_global,PP_006V8KQ,global,PP_006V8KQ,,,A.D.1.6,USA,2026-03-30,1,AU_other_complete,US_other_complete
CONS_PRJNA1037681_SRR26779971,study_consensus,PRJNA1037681,AU-S01,PRJNA1037681,SRR26779971,consensus,1.0,A.D.3.1,Australia,2022-05-15,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26779973,study_consensus,PRJNA1037681,AU-S28,PRJNA1037681,SRR26779973,consensus,1.0,A.D.3.1,Australia,2022-07-14,1,AU_other_complete,US_C18_like
CONS_PRJNA1037681_SRR26779974,study_consensus,PRJNA1037681,AU-S26,PRJNA1037681,SRR26779974,consensus,1.0,A.D.3.1,Australia,2022-07-10,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26779976,study_consensus,PRJNA1037681,AU-S24,PRJNA1037681,SRR26779976,consensus,1.0,A.D.3.1,Australia,2022-07-08,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26779980,study_consensus,PRJNA1037681,AU-S18,PRJNA1037681,SRR26779980,consensus,1.0,A.D.3.1,Australia,2022-06-25,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26779981,study_consensus,PRJNA1037681,AU-S27,PRJNA1037681,SRR26779981,consensus,1.0,A.D.3.1,Australia,2022-07-10,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26779985,study_consensus,PRJNA1037681,AU-S29,PRJNA1037681,SRR26779985,consensus,1.0,A.D.3.1,Australia,2022-07-17,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26779989,study_consensus,PRJNA1037681,AU-S19,PRJNA1037681,SRR26779989,consensus,1.0,A.D.3.1,Australia,2022-06-26,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26779994,study_consensus,PRJNA1037681,AU-S07,PRJNA1037681,SRR26779994,consensus,1.0,A.D.3.1,Australia,2022-06-02,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780031,study_consensus,PRJNA1037681,AU-S35,PRJNA1037681,SRR26780031,consensus,1.0,A.D.3.1,Australia,2022-08-05,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780033,study_consensus,PRJNA1037681,AU-S31,PRJNA1037681,SRR26780033,consensus,1.0,A.D.3.1,Australia,2022-07-19,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780034,study_consensus,PRJNA1037681,AU-S20,PRJNA1037681,SRR26780034,consensus,1.0,A.D.3.1,Australia,2022-06-27,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780041,study_consensus,PRJNA1037681,AU-S23,PRJNA1037681,SRR26780041,consensus,1.0,A.D.3.1,Australia,2022-07-03,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780042,study_consensus,PRJNA1037681,AU-S14,PRJNA1037681,SRR26780042,consensus,1.0,A.D.3.1,Australia,2022-06-14,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780044,study_consensus,PRJNA1037681,AU-S13,PRJNA1037681,SRR26780044,consensus,1.0,A.D.3.3,Australia,2022-06-13,1,AU_other_complete,US_C18_like
CONS_PRJNA1037681_SRR26780046,study_consensus,PRJNA1037681,AU-S10,PRJNA1037681,SRR26780046,consensus,1.0,A.D.3,Australia,2022-06-05,1,AU_other_complete,US_C18_like
CONS_PRJNA1037681_SRR26780048,study_consensus,PRJNA1037681,AU-S25,PRJNA1037681,SRR26780048,consensus,1.0,A.D.3.1,Australia,2022-07-08,1,AU_other_complete,US_C18_like
CONS_PRJNA1037681_SRR26780050,study_consensus,PRJNA1037681,AU-S11,PRJNA1037681,SRR26780050,consensus,1.0,A.D.3,Australia,2022-06-06,1,AU_other_complete,US_C18_like
CONS_PRJNA1037681_SRR26780067,study_consensus,PRJNA1037681,AU-S04,PRJNA1037681,SRR26780067,consensus,1.0,A.D.3.1,Australia,2022-05-30,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780110,study_consensus,PRJNA1037681,AU-S21,PRJNA1037681,SRR26780110,consensus,1.0,A.D.3,Australia,2022-07-02,1,AU_other_complete,US_C18_like
CONS_PRJNA1037681_SRR26780112,study_consensus,PRJNA1037681,AU-S34,PRJNA1037681,SRR26780112,consensus,1.0,A.D.3.1,Australia,2022-08-03,1,AU_other_complete,US_C18_like
CONS_PRJNA1037681_SRR26780115,study_consensus,PRJNA1037681,AU-S30,PRJNA1037681,SRR26780115,consensus,1.0,A.D.3.1,Australia,2022-07-17,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780117,study_consensus,PRJNA1037681,AU-S36,PRJNA1037681,SRR26780117,consensus,1.0,A.D.3,Australia,2022-08-07,1,AU_other_complete,US_C18_like
CONS_PRJNA1037681_SRR26780119,study_consensus,PRJNA1037681,AU-S22,PRJNA1037681,SRR26780119,consensus,1.0,A.D.3.1,Australia,2022-07-02,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780123,study_consensus,PRJNA1037681,AU-S15,PRJNA1037681,SRR26780123,consensus,1.0,A.D.3.1,Australia,2022-06-19,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780126,study_consensus,PRJNA1037681,AU-S16,PRJNA1037681,SRR26780126,consensus,1.0,A.D.3.1,Australia,2022-06-19,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780127,study_consensus,PRJNA1037681,AU-S17,PRJNA1037681,SRR26780127,consensus,1.0,A.D.3.1,Australia,2022-06-21,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780146,study_consensus,PRJNA1037681,AU-S03,PRJNA1037681,SRR26780146,consensus,1.0,A.D.3.1,Australia,2022-05-28,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780187,study_consensus,PRJNA1037681,AU-S02,PRJNA1037681,SRR26780187,consensus,1.0,A.D.3.1,Australia,2022-05-16,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780205,study_consensus,PRJNA1037681,AU-S32,PRJNA1037681,SRR26780205,consensus,1.0,A.D.3.1,Australia,2022-07-26,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780206,study_consensus,PRJNA1037681,AU-S33,PRJNA1037681,SRR26780206,consensus,1.0,A.D.3.1,Australia,2022-07-29,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780211,study_consensus,PRJNA1037681,AU-S12,PRJNA1037681,SRR26780211,consensus,1.0,A.D.3.1,Australia,2022-06-07,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780213,study_consensus,PRJNA1037681,AU-S05,PRJNA1037681,SRR26780213,consensus,1.0,A.D.3,Australia,2022-05-31,1,AU_other_complete,US_C18_like
CONS_PRJNA1037681_SRR26780216,study_consensus,PRJNA1037681,AU-S06,PRJNA1037681,SRR26780216,consensus,1.0,A.D.3.1,Australia,2022-06-01,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780217,study_consensus,PRJNA1037681,AU-S08,PRJNA1037681,SRR26780217,consensus,1.0,A.D.3.1,Australia,2022-06-02,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780219,study_consensus,PRJNA1037681,AU-S09,PRJNA1037681,SRR26780219,consensus,1.0,A.D.3.1,Australia,2022-06-02,1,AU_C4_like,US_C18_like
CONS_PRJNA1037681_SRR26780237,study_consensus,PRJNA1037681,AU-S37,PRJNA1037681,SRR26780237,consensus,1.0,A.D.3.1,Australia,2022-08-07,1,AU_C4_like,US_C18_like
CONS_PRJNA1130896_SRR29679704,study_consensus,PRJNA1130896,US-S33,PRJNA1130896,SRR29679704,consensus,1.0,A.D.5.2,USA,2023-12-07,1,AU_other_complete,US_other_complete
CONS_PRJNA1130896_SRR29679706,study_consensus,PRJNA1130896,US-S28,PRJNA1130896,SRR29679706,consensus,1.0,A.D.3.2,USA,2023-12-01,1,AU_other_complete,US_other_complete
CONS_PRJNA1130896_SRR29679709,study_consensus,PRJNA1130896,US-S26,PRJNA1130896,SRR29679709,consensus,1.0,A.D.5.2,USA,2023-11-28,1,AU_other_complete,US_other_complete
CONS_PRJNA1130896_SRR29679712,study_consensus,PRJNA1130896,US-S24,PRJNA1130896,SRR29679712,consensus,1.0,A.D.1.8,USA,2023-11-25,1,AU_other_complete,US_other_complete
CONS_PRJNA1130896_SRR29679713,study_consensus,PRJNA1130896,US-S25,PRJNA1130896,SRR29679713,consensus,1.0,A.D.1.5,USA,2023-11-25,1,AU_other_complete,US_C21_like
CONS_PRJNA1130896_SRR29679716,study_consensus,PRJNA1130896,US-S23,PRJNA1130896,SRR29679716,consensus,1.0,A.D.1.5,USA,2023-11-23,1,AU_other_complete,US_C21_like
CONS_PRJNA1130896_SRR29679720,study_consensus,PRJNA1130896,US-S09,PRJNA1130896,SRR29679720,consensus,1.0,A.D.3,USA,2023-11-12,1,AU_other_complete,US_C18_like
CONS_PRJNA1130896_SRR29679721,study_consensus,PRJNA1130896,US-S10,PRJNA1130896,SRR29679721,consensus,1.0,A.D.1,USA,2023-11-12,1,AU_other_complete,US_other_complete
CONS_PRJNA1130896_SRR29679723,study_consensus,PRJNA1130896,US-S08,PRJNA1130896,SRR29679723,consensus,1.0,A.D.1.5,USA,2023-11-10,1,AU_other_complete,US_C21_like
CONS_PRJNA1130896_SRR29679728,study_consensus,PRJNA1130896,US-S06,PRJNA1130896,SRR29679728,consensus,1.0,A.D.1.5,USA,2023-11-04,1,AU_other_complete,US_C21_like
CONS_PRJNA1130896_SRR29679729,study_consensus,PRJNA1130896,US-S05,PRJNA1130896,SRR29679729,consensus,1.0,A.D.1.5,USA,2023-11-03,1,AU_other_complete,US_C21_like
CONS_PRJNA1130896_SRR29679731,study_consensus,PRJNA1130896,US-S03,PRJNA1130896,SRR29679731,consensus,1.0,A.D.3,USA,2023-11-01,1,AU_other_complete,US_C18_like
CONS_PRJNA1130896_SRR29679732,study_consensus,PRJNA1130896,US-S04,PRJNA1130896,SRR29679732,consensus,1.0,A.D.1.6,USA,2023-11-01,1,AU_other_complete,US_other_complete
CONS_PRJNA1130896_SRR29679737,study_consensus,PRJNA1130896,US-S32,PRJNA1130896,SRR29679737,consensus,1.0,A.D.5.2,USA,2023-12-06,1,AU_other_complete,US_other_complete
CONS_PRJNA1130896_SRR29679738,study_consensus,PRJNA1130896,US-S30,PRJNA1130896,SRR29679738,consensus,1.0,A.D.1.5,USA,2023-12-05,1,AU_other_complete,US_C21_like
CONS_PRJNA1130896_SRR29679753,study_consensus,PRJNA1130896,US-S39,PRJNA1130896,SRR29679753,consensus,1.0,A.D.1.9,USA,2023-12-13,1,AU_other_complete,US_other_complete
CONS_PRJNA1130896_SRR29679754,study_consensus,PRJNA1130896,US-S21,PRJNA1130896,SRR29679754,consensus,1.0,A.D.1.5,USA,2023-11-21,1,AU_other_complete,US_C21_like
CONS_PRJNA1130896_SRR29679809,study_consensus,PRJNA1130896,US-S36,PRJNA1130896,SRR29679809,consensus,1.0,A.D.1.9,USA,2023-12-11,1,AU_other_complete,US_other_complete
CONS_PRJNA1130896_SRR29679814,study_consensus,PRJNA1130896,US-S02,PRJNA1130896,SRR29679814,consensus,1.0,A.D.1.5,USA,2023-10-22,1,AU_other_complete,US_C21_like
CONS_PRJNA1130896_SRR29679823,study_consensus,PRJNA1130896,US-S07,PRJNA1130896,SRR29679823,consensus,1.0,A.D.1.5,USA,2023-11-07,1,AU_other_complete,US_C21_like
CONS_PRJNA1130896_SRR29679826,study_consensus,PRJNA1130896,US-S11,PRJNA1130896,SRR29679826,consensus,1.0,A.D.3.2,USA,2023-11-12,1,AU_other_complete,US_other_complete
CONS_PRJNA1130896_SRR29679830,study_consensus,PRJNA1130896,US-S15,PRJNA1130896,SRR29679830,consensus,1.0,A.D.1,USA,2023-11-17,1,AU_other_complete,US_other_complete
CONS_PRJNA1130896_SRR29679833,study_consensus,PRJNA1130896,US-S16,PRJNA1130896,SRR29679833,consensus,1.0,A.D.1,USA,2023-11-17,1,AU_other_complete,US_other_complete
CONS_PRJNA1130896_SRR29679834,study_consensus,PRJNA1130896,US-S12,PRJNA1130896,SRR29679834,consensus,1.0,A.D.5.3,USA,2023-11-12,1,AU_other_complete,US_other_complete
CONS_PRJNA1130896_SRR29679837,study_consensus,PRJNA1130896,US-S17,PRJNA1130896,SRR29679837,consensus,1.0,A.D.1.5,USA,2023-11-17,1,AU_other_complete,US_C21_like
CONS_PRJNA1130896_SRR29679842,study_consensus,PRJNA1130896,US-S19,PRJNA1130896,SRR29679842,consensus,1.0,A.D.1.5,USA,2023-11-19,1,AU_other_complete,US_C21_like
CONS_PRJNA1130896_SRR29679843,study_consensus,PRJNA1130896,US-S13,PRJNA1130896,SRR29679843,consensus,1.0,A.D.5.3,USA,2023-11-14,1,AU_other_complete,US_other_complete
CONS_PRJNA1130896_SRR29679844,study_consensus,PRJNA1130896,US-S14,PRJNA1130896,SRR29679844,consensus,1.0,A.D.5.2,USA,2023-11-14,1,AU_other_complete,US_other_complete
CONS_PRJNA1130896_SRR29679851,study_consensus,PRJNA1130896,US-S22,PRJNA1130896,SRR29679851,consensus,1.0,A.D.1.5,USA,2023-11-21,1,AU_other_complete,US_C21_like
CONS_PRJNA1130896_SRR29679852,study_consensus,PRJNA1130896,US-S27,PRJNA1130896,SRR29679852,consensus,1.0,A.D.1.5,USA,2023-11-30,1,AU_other_complete,US_C21_like
CONS_PRJNA1130896_SRR29679854,study_consensus,PRJNA1130896,US-S18,PRJNA1130896,SRR29679854,consensus,1.0,A.D.1.5,USA,2023-11-18,1,AU_other_complete,US_C21_like
CONS_PRJNA1130896_SRR29679864,study_consensus,PRJNA1130896,US-S20,PRJNA1130896,SRR29679864,consensus,1.0,A.D.1.5,USA,2023-11-19,1,AU_other_complete,US_C21_like
CONS_PRJNA1130896_SRR29679874,study_consensus,PRJNA1130896,US-S01,PRJNA1130896,SRR29679874,consensus,1.0,A.D.1.5,USA,2023-10-13,1,AU_other_complete,US_C21_like
